gtbboxid,classid,imageid,lx,rx,ty,by,difficult,split
7597,1062,18,0.8100,0.9625,0.6100,0.8867,0,train
7599,1063,19,0.6550,0.8350,0.2367,0.4500,0,train
7600,1063,19,0.8325,0.9975,0.1600,0.4567,0,train
7601,73,20,0.5467,0.7167,0.3975,0.6325,0,train
7602,73,20,0.3600,0.4767,0.4150,0.5875,1,train
7603,1063,21,0.4700,0.7233,0.0750,0.2525,0,train
7604,1063,21,0.7267,1.0000,0.0075,0.2500,0,train
7605,601,21,0.0967,0.3333,0.6825,0.9150,0,train
7606,1064,22,0.5300,0.9967,0.2925,0.4150,0,val-new-cl
7607,1064,22,0.5367,1.0000,0.4125,0.5300,0,val-new-cl
7608,1065,22,0.1567,0.6267,0.5925,0.6750,0,val-new-cl
7609,1065,22,0.1433,0.6400,0.6650,0.7400,0,val-new-cl
7610,1065,22,0.1233,0.6000,0.7325,0.8075,0,val-new-cl
7611,1065,22,0.1367,0.6233,0.7950,0.8775,0,val-new-cl
7612,1065,22,0.1400,0.6233,0.8650,0.9450,0,val-new-cl
7614,1066,23,0.2467,0.4400,0.2100,0.4425,0,val-new-cl
7615,1066,23,0.4400,0.6467,0.2025,0.4425,0,val-new-cl
7616,1067,26,0.2500,0.5933,0.4775,0.5900,0,train
7617,1067,26,0.2700,0.5667,0.3300,0.4550,0,train
7618,1067,26,0.5933,0.9467,0.4750,0.5875,0,train
7619,1067,26,0.5833,0.9567,0.3625,0.4800,0,train
7620,1067,26,0.5767,0.9500,0.2500,0.3725,0,train
7621,95,27,0.8625,1.0000,0.7167,1.0000,0,train
7622,1067,28,0.9075,1.0000,0.6067,0.7467,1,train
7623,116,30,0.0675,0.2475,0.3700,0.5200,0,train
7624,116,30,0.0675,0.2475,0.2333,0.3767,0,train
7625,125,32,0.0000,0.1000,0.2367,0.3167,1,train
7626,1067,38,0.3925,0.6550,0.5433,0.7433,0,train
7627,1067,38,0.3925,0.7150,0.7967,0.9967,0,train
7628,1067,38,0.6575,1.0000,0.4567,0.6333,0,train
7629,1067,38,0.6725,1.0000,0.6300,0.8133,0,train
7630,1067,38,0.6825,1.0000,0.7800,0.9967,0,train
7631,1009,40,0.0300,0.3200,0.8050,0.9725,0,train
7632,1009,40,0.1100,0.3467,0.7200,0.8075,1,train
7633,1068,41,0.0000,0.3000,0.4350,0.6000,0,train
7634,105,41,0.0000,0.1933,0.7700,0.9750,1,train
7635,1068,42,0.0775,0.4175,0.7000,0.9867,0,train
7636,1068,42,0.1000,0.2350,0.5200,0.6867,0,train
7637,1069,43,0.0000,0.2200,0.6267,0.8667,1,train
7638,1068,43,0.1175,0.4525,0.6600,0.9367,0,train
7639,1068,43,0.2800,0.4575,0.4633,0.6367,0,train
7640,1068,43,0.4550,0.7925,0.6467,0.9300,0,train
7641,1068,44,0.1425,0.4650,0.0000,0.1900,0,train
7642,1068,44,0.4625,0.7875,0.0000,0.1867,0,train
7643,116,44,0.7825,1.0000,0.0933,0.1900,1,train
7644,1009,44,0.7025,1.0000,0.3867,0.6333,0,train
7645,1068,45,0.0200,0.3550,0.7633,1.0000,0,train
7646,1068,45,0.0375,0.1700,0.5800,0.7433,0,train
7647,122,47,0.0000,0.2325,0.6233,0.8100,0,train
7648,122,47,0.0000,0.2575,0.4633,0.6433,0,train
7649,122,47,0.0000,0.1975,0.7600,1.0000,1,train
7650,1069,49,0.1000,0.4225,0.0833,0.3200,0,train
7651,1069,49,0.4250,0.6850,0.1433,0.3300,0,train
7652,1068,49,0.7200,1.0000,0.0967,0.3400,0,train
7653,1068,49,0.6575,0.8900,0.0067,0.1500,1,train
7654,1070,49,0.0550,0.3350,0.4500,0.6933,0,train
7655,1070,49,0.0450,0.3250,0.6733,0.9133,0,train
7656,1070,49,0.3325,0.6375,0.4633,0.7167,0,train
7657,1070,49,0.3250,0.6275,0.7000,0.9433,0,train
7658,1069,50,0.0000,0.2633,0.0000,0.1225,1,train
7659,1068,50,0.6267,1.0000,0.0000,0.0975,1,train
7660,1070,50,0.1367,0.5233,0.4100,0.5725,0,train
7661,1070,50,0.1367,0.5233,0.2425,0.4100,0,train
7662,1071,50,0.5567,0.9433,0.8425,0.9950,0,train
7663,1071,50,0.5533,0.9367,0.6725,0.8450,0,train
7664,1009,51,0.5550,0.7675,0.0000,0.1400,0,train
7665,1009,51,0.7675,0.9750,0.0000,0.1367,0,train
7666,1071,51,0.1550,0.3750,0.2767,0.4267,0,train
7667,1071,51,0.1625,0.3725,0.4200,0.5633,0,train
7668,1071,51,0.3750,0.5475,0.4167,0.5467,0,train
7669,1071,51,0.3850,0.5475,0.2967,0.4233,0,train
7670,1071,51,0.5450,0.7250,0.2900,0.4233,0,train
7671,1071,51,0.5475,0.7550,0.4167,0.5600,0,train
7672,1010,53,0.7225,1.0000,0.0567,0.2933,0,train
7673,1072,56,0.0300,0.1875,0.0000,0.2867,0,train
7674,1072,56,0.1900,0.3450,0.0000,0.2867,0,train
7675,1072,56,0.3375,0.4875,0.0000,0.2800,0,train
7676,1011,56,0.0200,0.1875,0.4233,0.6900,0,train
7677,1011,56,0.1875,0.3450,0.4300,0.6933,0,train
7678,137,56,0.8375,1.0000,0.6667,0.9500,0,train
7681,1072,57,0.0575,0.2150,0.6433,0.9100,0,train
7682,1072,57,0.0775,0.2200,0.4033,0.6567,0,train
7683,1072,57,0.2175,0.3550,0.4133,0.6567,0,train
7684,1072,57,0.2050,0.3475,0.6500,0.9200,0,train
7685,1072,57,0.3425,0.4775,0.6500,0.9233,0,train
7686,1072,57,0.3500,0.4825,0.4133,0.6500,0,train
7687,108,57,0.8250,1.0000,0.5433,0.6600,1,train
7689,108,58,0.8267,1.0000,0.5600,0.6675,1,train
7690,1073,59,0.0475,0.2425,0.0000,0.3000,0,train
7691,1073,59,0.2425,0.4200,0.0300,0.3200,0,train
7692,1075,59,0.4200,0.5875,0.0167,0.3333,0,train
7693,1075,59,0.5775,0.7500,0.0267,0.3500,0,train
7694,1075,59,0.7275,0.9025,0.0433,0.3600,0,train
7695,1074,59,0.8875,1.0000,0.0933,0.3733,0,train
7696,1076,61,0.0000,0.1575,0.4233,0.6867,1,val-new-cl
7697,1076,61,0.0000,0.1425,0.6833,0.9500,1,val-new-cl
7702,1077,64,0.0000,0.1233,0.2675,0.4675,1,train
7703,1077,64,0.0000,0.1300,0.0625,0.2875,1,train
7704,1077,64,0.1233,0.3267,0.2800,0.4675,1,train
7705,1077,64,0.1267,0.3333,0.0850,0.2975,0,train
7706,1012,66,0.4525,0.6100,0.5967,0.9333,0,train
7707,1012,66,0.6100,0.7575,0.6067,0.9367,0,train
7708,1012,66,0.4600,0.6050,0.3067,0.5967,0,train
7709,1012,66,0.5950,0.6875,0.3867,0.6033,0,train
7710,164,67,0.0000,0.1667,0.7275,0.9650,0,train
7711,164,67,0.0000,0.1933,0.5225,0.7300,0,train
7712,1078,67,0.1533,0.3367,0.7775,0.9750,0,train
7714,1078,67,0.1500,0.3467,0.6025,0.7825,1,train
7715,1078,67,0.3400,0.5367,0.6050,0.7850,1,train
7716,1077,67,0.5267,0.7067,0.6025,0.7875,0,train
7717,1077,67,0.5133,0.7000,0.7800,0.9825,0,train
7718,1077,67,0.7000,0.8867,0.6025,0.7900,1,train
7719,1077,67,0.6867,0.9067,0.7825,0.9925,1,train
7720,156,67,0.8733,1.0000,0.5150,0.7425,1,train
7721,156,67,0.8867,1.0000,0.7375,1.0000,1,train
7722,1079,68,0.0000,0.1400,0.6867,0.9833,0,train
7723,1079,68,0.1200,0.2850,0.6800,0.9867,0,train
7724,1079,68,0.0225,0.1750,0.4233,0.6833,0,train
7725,1079,68,0.1575,0.3000,0.4267,0.6800,0,train
7726,1078,69,0.2075,0.3525,0.0533,0.2800,0,train
7728,1077,69,0.4900,0.6250,0.0733,0.2867,0,train
7729,1077,69,0.6225,0.7450,0.0867,0.2900,0,train
7730,138,71,0.1533,0.3100,0.5825,0.6750,1,train
7732,166,72,0.1100,0.3325,0.0000,0.1533,1,train
7733,166,72,0.3425,0.5425,0.0000,0.1667,1,train
7734,166,72,0.5475,0.7475,0.0000,0.1667,1,train
7735,167,72,0.7525,0.9550,0.0000,0.1767,1,train
7737,1080,75,0.6500,0.8550,0.6367,0.9700,0,val-new-cl
7738,1080,75,0.6525,0.8700,0.3433,0.6733,0,val-new-cl
7740,1080,75,0.8375,1.0000,0.6433,0.9633,1,val-new-cl
7741,1077,77,0.0000,0.2433,0.7825,0.9750,1,train
7742,1077,77,0.0700,0.2500,0.6075,0.7900,0,train
7743,158,77,0.0000,0.1367,0.0900,0.2850,1,train
7747,184,78,0.4275,0.5850,0.0200,0.1700,0,train
7748,184,78,0.5950,0.7850,0.0600,0.1733,1,train
7749,182,81,0.1400,0.3800,0.4000,0.5800,1,train
7750,185,81,0.3600,0.6350,0.3900,0.5500,1,train
7751,189,85,0.6175,0.9525,0.0000,0.4367,0,train
7752,193,86,0.8175,1.0000,0.1500,0.2867,1,train
7753,193,86,0.7950,1.0000,0.0033,0.1500,1,train
7754,205,91,0.0000,0.2025,0.5700,1.0000,0,train
7758,208,96,0.5600,0.8733,0.2075,0.3325,1,train
7759,182,97,0.2800,0.5733,0.5475,0.6950,1,train
7760,191,101,0.6033,0.9100,0.2625,0.5125,0,train
7761,194,104,0.5467,0.9200,0.8375,0.9325,1,train
7762,194,104,0.5600,0.8733,0.6875,0.8350,1,train
7763,194,105,0.5133,0.9133,0.4125,0.5025,1,train
7764,194,105,0.5467,0.8733,0.3200,0.4150,1,train
7765,215,106,0.4133,0.8167,0.7350,0.9550,0,train
7766,1081,109,0.0375,0.1575,0.4167,0.7200,0,train
7767,1082,109,0.1300,0.3425,0.5267,0.9833,0,train
7768,1082,109,0.3250,0.5550,0.5300,1.0000,0,train
7769,59,116,0.8867,1.0000,0.5550,0.8875,0,train
7770,217,118,0.0000,0.2333,0.0000,0.1775,1,train
7771,218,118,0.2300,0.5000,0.0000,0.1600,1,train
7772,218,118,0.5033,0.7500,0.0000,0.1475,1,train
7773,219,118,0.7400,0.9967,0.0000,0.1350,1,train
7774,1081,120,0.8725,1.0000,0.4733,0.9367,1,train
7775,243,123,0.0000,0.0825,0.2033,0.4267,1,train
7776,224,124,0.6925,0.9250,0.6000,0.9900,0,train
7777,1083,130,0.0400,0.1850,0.2300,0.5533,0,val-old-cl
7778,1083,130,0.1975,0.3100,0.2067,0.5533,0,val-old-cl
7779,1083,131,0.0000,0.1350,0.6767,0.9967,0,train
7780,1083,131,0.1400,0.2725,0.6200,1.0000,0,train
7781,260,133,0.0933,0.2600,0.7225,0.8875,0,train
7782,260,133,0.2533,0.4100,0.7175,0.8850,0,train
7783,241,133,0.4033,0.6067,0.7125,0.9500,0,train
7784,241,133,0.6167,0.8600,0.7475,1.0000,0,train
7785,241,133,0.8233,1.0000,0.7225,0.9950,1,train
7786,261,133,0.0000,0.1033,0.7325,0.9450,1,train
7787,231,134,0.8600,1.0000,0.1475,0.4675,1,train
7788,231,137,0.8450,0.9675,0.2100,0.4800,1,train
7789,247,138,0.0000,0.1000,0.6167,0.9900,1,train
7790,247,138,0.0875,0.3125,0.6133,0.9933,0,train
7792,257,139,0.3350,0.6250,0.6133,1.0000,0,train
7793,257,139,0.6225,0.9375,0.6133,1.0000,0,train
7794,248,139,0.8825,1.0000,0.6367,1.0000,0,train
7795,232,139,0.8700,1.0000,0.0967,0.3400,1,train
7797,249,141,0.0367,0.3033,0.1900,0.4625,0,train
7799,249,143,0.5333,0.7933,0.0025,0.1100,1,train
7800,249,144,0.4725,0.6550,0.1600,0.4700,0,train
7807,68,155,0.0000,0.1025,0.5900,0.9467,1,train
7809,268,157,0.0000,0.1700,0.6433,0.9533,0,train
7810,268,157,0.1400,0.2975,0.6500,0.9500,0,train
7811,268,157,0.2850,0.4575,0.6200,0.9567,0,train
7812,268,157,0.4475,0.6225,0.6300,0.9533,0,train
7813,1085,158,0.5025,0.6125,0.0400,0.1367,1,train
7814,1084,158,0.6175,0.7250,0.0000,0.1000,1,train
7815,1085,159,0.5250,0.6025,0.3233,0.4000,1,train
7816,1085,159,0.5250,0.5950,0.4367,0.5133,1,train
7817,1084,159,0.6250,0.7225,0.3933,0.5000,1,train
7818,1085,160,0.8825,0.9675,0.2733,0.3633,1,train
7819,1085,160,0.9000,0.9900,0.3967,0.4833,1,train
7820,1085,162,0.4667,0.5600,0.0625,0.1200,1,train
7821,1084,162,0.6000,0.7233,0.0300,0.1100,1,train
7822,271,162,0.7300,1.0000,0.0125,0.1400,1,train
7823,268,162,0.0000,0.1400,0.5300,0.6875,1,train
7824,274,162,0.0933,0.2333,0.7875,1.0000,1,train
7825,273,163,0.8133,1.0000,0.7675,0.9850,0,train
7826,272,164,0.0000,0.1025,0.0000,0.1933,1,train
7827,272,164,0.0975,0.2500,0.0000,0.1833,1,train
7828,269,164,0.0150,0.2350,0.2500,0.6033,0,train
7829,273,164,0.0025,0.1575,0.7400,0.9967,0,train
7830,273,164,0.1625,0.2775,0.7467,1.0000,1,train
7831,1086,165,0.1300,0.3100,0.7850,0.9825,0,train
7832,1086,165,0.3033,0.5100,0.7800,0.9825,0,train
7833,1086,165,0.4667,0.6300,0.7750,0.9825,0,train
7834,1087,165,0.6133,0.7867,0.7825,0.9825,0,train
7835,1087,165,0.7567,0.9967,0.7850,0.9900,0,train
7836,273,165,0.0033,0.1267,0.5475,0.7225,1,train
7838,275,166,0.0000,0.1667,0.5050,0.7250,1,train
7839,1087,166,0.0500,0.2400,0.7825,0.9850,0,train
7840,1087,166,0.2400,0.4267,0.7850,0.9900,0,train
7841,1087,168,0.0300,0.1300,0.8200,0.9967,1,train
7842,1087,168,0.1275,0.2300,0.8233,1.0000,1,train
7843,1087,168,0.2275,0.3375,0.8167,0.9967,1,train
7844,281,169,0.5425,0.6675,0.0000,0.1100,1,train
7845,281,169,0.6675,0.7950,0.0000,0.1100,1,train
7846,281,169,0.7975,0.9300,0.0000,0.1100,1,train
7847,275,169,0.0075,0.1750,0.4733,0.7267,0,train
7848,275,169,0.1625,0.3600,0.5000,0.7467,0,train
7849,275,169,0.3550,0.5100,0.5100,0.7300,0,train
7850,279,169,0.9225,1.0000,0.5167,0.7267,1,train
7851,1086,169,0.0375,0.1525,0.8067,1.0000,0,train
7852,1086,169,0.1475,0.2625,0.7967,1.0000,0,train
7853,1086,169,0.2550,0.3475,0.7967,0.9967,0,train
7854,1087,169,0.3475,0.4350,0.8033,1.0000,0,train
7855,1087,169,0.4300,0.5400,0.8100,1.0000,0,train
7856,1087,169,0.5350,0.6500,0.8067,1.0000,0,train
7857,1088,170,0.2167,0.3467,0.0950,0.2800,0,train
7858,1088,170,0.3467,0.4767,0.0950,0.2850,0,train
7859,1089,170,0.4767,0.6067,0.1075,0.2850,0,train
7860,1089,170,0.6000,0.7333,0.1075,0.2850,0,train
7861,1090,170,0.7333,0.8533,0.1250,0.2850,0,train
7862,1090,170,0.8533,0.9700,0.1200,0.2800,0,train
7863,277,172,0.0000,0.1467,0.5625,0.8975,1,train
7864,1014,174,0.1800,0.3825,0.7500,1.0000,1,train
7865,1014,176,0.0025,0.2050,0.3500,0.5733,0,train
7866,292,176,0.5125,0.7200,0.6100,0.9833,0,train
7867,74,177,0.4200,0.7200,0.0000,0.1567,0,train
7869,292,177,0.5200,0.7025,0.7433,1.0000,0,train
7870,292,177,0.6950,0.9050,0.7667,1.0000,0,train
7872,1091,182,0.1125,0.2550,0.3567,0.8933,0,train
7873,1091,182,0.2300,0.3850,0.3567,0.9067,0,train
7874,303,184,0.5850,0.6875,0.0000,0.4167,0,train
7875,303,184,0.6875,0.7775,0.0000,0.4167,0,train
7876,303,184,0.7800,0.8800,0.0000,0.4200,0,train
7878,1093,184,0.0000,0.0800,0.6733,1.0000,0,train
7879,1093,184,0.0800,0.1725,0.6733,0.9967,0,train
7880,1093,184,0.1700,0.2650,0.6733,1.0000,0,train
7881,1094,184,0.7325,0.8300,0.6700,1.0000,0,train
7882,1094,184,0.8275,0.9175,0.6700,1.0000,0,train
7883,1094,184,0.9200,0.9975,0.6733,1.0000,1,train
7884,300,185,0.5550,0.6500,0.0000,0.4133,0,train
7885,300,185,0.6425,0.7050,0.0267,0.4167,0,train
7886,300,185,0.7250,0.8300,0.0033,0.4167,0,train
7887,1093,185,0.2500,0.3525,0.6533,0.9967,0,train
7888,1093,185,0.3500,0.4475,0.6600,1.0000,0,train
7889,1093,185,0.4450,0.5375,0.6633,1.0000,0,train
7890,302,185,0.8125,0.9350,0.5933,1.0000,0,train
7891,1093,186,0.0000,0.1100,0.7100,1.0000,1,train
7892,1093,186,0.1067,0.2333,0.7025,1.0000,0,train
7893,1093,186,0.2300,0.3600,0.7075,1.0000,0,train
7894,302,187,0.6500,0.7850,0.2067,0.7233,0,train
7895,1094,187,0.8250,0.9400,0.2967,0.7433,0,train
7896,1094,187,0.9275,1.0000,0.3067,0.7400,1,train
7899,1091,188,0.4800,0.5800,0.0000,0.2567,0,train
7900,1091,188,0.5775,0.6875,0.0000,0.2533,0,train
7902,1095,189,0.0433,0.2067,0.5700,0.9200,0,val-new-cl
7904,321,192,0.1625,0.4475,0.5400,1.0000,0,train
7905,1096,192,0.4500,0.7275,0.5367,1.0000,0,train
7906,329,192,0.7300,1.0000,0.5467,1.0000,0,train
7910,316,195,0.7667,0.8600,0.0025,0.1575,1,train
7911,316,195,0.8600,0.9567,0.0000,0.1475,1,train
7912,317,198,0.0000,0.0900,0.0000,0.3533,1,train
7913,317,198,0.0875,0.1775,0.0000,0.3567,1,train
7914,317,199,0.0200,0.0850,0.0567,0.3533,0,val-old-cl
7915,327,199,0.7925,0.8650,0.0567,0.3567,0,val-old-cl
7916,337,199,0.9325,1.0000,0.0033,0.3567,0,val-old-cl
7917,1097,201,0.0150,0.1375,0.0000,0.4300,1,train
7918,1097,201,0.1850,0.2750,0.0167,0.4267,1,train
7919,1097,201,0.2625,0.3800,0.0000,0.4233,1,train
7921,1017,206,0.0000,0.1150,0.2967,1.0000,1,val-new-cl
7922,346,206,0.2025,0.3150,0.3900,0.9567,0,val-old-cl
7923,346,206,0.3150,0.4150,0.3967,0.9500,0,val-old-cl
7925,1098,207,0.4825,0.6175,0.1867,0.8133,0,train
7926,1098,207,0.6100,0.7475,0.1900,0.8233,0,train
7927,1098,207,0.7325,0.8700,0.1967,0.8100,0,train
7928,351,209,0.3700,0.4367,0.3900,0.5100,1,train
7929,351,209,0.4400,0.5033,0.3875,0.5125,1,train
7930,313,210,0.8925,0.9850,0.7133,0.9500,0,train
7932,363,212,0.0150,0.1600,0.0000,0.2967,0,train
7933,363,212,0.1600,0.2600,0.0000,0.2933,0,train
7934,363,212,0.2625,0.3575,0.0000,0.3000,0,train
7935,363,212,0.3575,0.4375,0.0000,0.3067,0,train
7936,363,212,0.4375,0.5475,0.0000,0.3100,0,train
7937,360,215,0.1150,0.1900,0.3000,0.5667,0,train
7939,357,215,0.2800,0.3625,0.2233,0.5667,0,train
7940,357,215,0.3625,0.4475,0.2133,0.5633,0,train
7941,361,215,0.3875,0.4975,0.6967,0.9933,0,train
7942,361,215,0.4925,0.5650,0.6867,0.9733,0,train
7943,362,215,0.5925,0.6700,0.6733,0.9167,0,train
7944,362,215,0.6650,0.7700,0.6900,0.9667,0,train
7945,356,216,0.8125,0.8800,0.2233,0.4433,0,train
7946,362,217,0.8300,0.9700,0.6775,0.8975,0,train
7949,1023,221,0.8175,0.9725,0.7133,1.0000,0,train
7956,1099,222,0.6350,0.8375,0.5967,0.9900,0,train
7957,1099,222,0.8400,1.0000,0.5933,0.9867,0,train
7958,373,223,0.8900,1.0000,0.6367,1.0000,1,train
7959,1100,225,0.0100,0.2150,0.0800,0.3867,0,train
7960,1100,226,0.3450,0.5450,0.0100,0.3233,0,train
7961,1100,226,0.5400,0.7425,0.0033,0.3200,0,train
7962,1023,226,0.0000,0.1125,0.6000,0.9833,1,train
7963,1023,226,0.0825,0.3325,0.5767,1.0000,0,train
7965,1100,227,0.2067,0.4433,0.0325,0.2425,0,train
7966,1100,227,0.4400,0.6767,0.0225,0.2400,0,train
7967,1023,227,0.0000,0.1967,0.4125,0.6775,0,train
7968,1100,228,0.0000,0.2067,0.0000,0.1950,0,train
7969,1023,229,0.8367,1.0000,0.4075,0.6400,0,train
7970,1023,230,0.2533,0.4900,0.0775,0.2775,0,train
7971,1023,230,0.4767,0.7433,0.0175,0.2700,0,train
7978,1099,231,0.3367,0.6033,0.6975,1.0000,0,train
7979,1099,231,0.5933,0.8500,0.6900,0.9850,0,train
7980,1099,231,0.8467,1.0000,0.6875,0.9850,0,train
7981,1101,234,0.0000,0.0875,0.2700,0.6867,1,train
7982,1101,234,0.0900,0.1725,0.2800,0.6600,1,train
7983,1101,235,0.0150,0.1725,0.0000,0.2367,1,train
7984,1101,235,0.1625,0.2900,0.0000,0.2133,1,train
7990,376,236,0.8725,1.0000,0.7733,0.9667,1,train
7993,376,237,0.5775,0.6625,0.7500,0.9900,1,train
7994,376,237,0.7475,0.9375,0.6933,0.9467,1,train
7995,381,248,0.7433,0.9400,0.0850,0.4175,0,train
7996,390,252,0.2733,0.5600,0.0000,0.1725,1,train
7997,398,261,0.0725,0.1875,0.0000,0.3767,0,train
7999,399,266,0.0000,0.1975,0.0400,0.4633,0,train
8001,406,270,0.0767,0.3367,0.0025,0.1850,1,train
8002,406,270,0.3267,0.5967,0.0025,0.1775,1,train
8003,406,270,0.6067,0.8833,0.0000,0.1700,1,train
8004,411,278,0.2175,0.5800,0.8000,0.9967,1,train
8005,1102,286,0.0775,0.3400,0.3967,0.9067,0,train
8006,1102,286,0.3325,0.5675,0.3833,0.9000,0,train
8007,1102,286,0.5650,0.7775,0.3767,0.8867,0,train
8008,1103,288,0.0233,0.2933,0.7025,0.9650,0,train
8009,1103,288,0.2800,0.5267,0.6900,0.9650,0,train
8010,1103,288,0.5233,0.7667,0.6875,0.9650,0,train
8011,1103,288,0.7333,0.9667,0.6550,0.8925,0,train
8012,1027,289,0.1525,0.3300,0.1233,0.4733,0,train
8013,1103,289,0.0000,0.1850,0.6867,1.0000,0,train
8014,1103,289,0.1750,0.3700,0.6333,0.9833,0,train
8015,414,290,0.0025,0.1950,0.6233,1.0000,0,train
8016,414,290,0.1850,0.4300,0.6200,1.0000,0,train
8017,414,290,0.4550,0.6825,0.6333,1.0000,0,train
8018,414,290,0.6725,0.9125,0.6333,1.0000,0,train
8019,418,291,0.7325,1.0000,0.1633,0.3333,0,train
8020,414,291,0.0000,0.2400,0.5700,1.0000,0,train
8021,414,291,0.2300,0.4900,0.5567,1.0000,0,train
8022,1025,292,0.0600,0.3633,0.6375,0.9450,0,train
8023,1025,293,0.0767,0.3933,0.6575,0.9900,0,train
8024,1026,294,0.0000,0.2100,0.0633,0.4967,0,val-old-cl
8025,1027,295,0.6467,0.9400,0.0000,0.1700,1,train
8026,1103,295,0.7067,1.0000,0.3075,0.5950,0,train
8027,1102,295,0.0100,0.2733,0.7175,1.0000,0,train
8028,1102,295,0.2500,0.5200,0.6900,1.0000,0,train
8029,1102,295,0.5000,0.7533,0.6700,0.9850,0,train
8030,1026,295,0.7433,1.0000,0.7050,0.9975,0,train
8032,421,297,0.3200,0.4775,0.0033,0.2767,0,train
8033,421,298,0.0000,0.1350,0.0000,0.2933,1,train
8034,422,301,0.0000,0.1275,0.0000,0.4500,0,train
8035,424,302,0.0900,0.2867,0.2500,0.4700,0,train
8036,424,302,0.3167,0.4867,0.2675,0.4625,0,train
8037,424,302,0.4867,0.6533,0.2725,0.4675,0,train
8038,1028,302,0.6600,0.8200,0.2950,0.4625,0,train
8039,430,305,0.6667,0.8167,0.0000,0.0900,0,train
8040,430,305,0.8133,0.9433,0.0000,0.0900,0,train
8041,1030,305,0.9433,1.0000,0.7575,0.9475,1,train
8042,1030,306,0.2750,0.3425,0.6867,0.9767,0,train
8043,1030,306,0.3350,0.3875,0.6867,0.9700,1,train
8046,1030,306,0.5200,0.5925,0.6900,0.9500,0,train
8047,1030,306,0.9050,0.9825,0.6733,0.9600,0,train
8048,1030,306,0.8375,0.9175,0.6733,0.9433,0,train
8049,1030,306,0.7375,0.8400,0.6333,0.9633,0,train
8050,1030,306,0.6075,0.7425,0.6700,0.9600,1,train
8051,426,307,0.0233,0.2267,0.0650,0.2325,0,train
8052,426,307,0.0200,0.2167,0.2250,0.3700,0,train
8053,426,307,0.2167,0.4033,0.2350,0.3725,0,train
8054,426,307,0.4000,0.5733,0.2500,0.3825,0,train
8056,1104,307,0.7267,0.8800,0.2500,0.3850,0,train
8058,430,308,0.0000,0.1300,0.6167,0.8200,0,train
8059,430,308,0.0000,0.1125,0.8200,1.0000,0,train
8060,430,308,0.1375,0.2575,0.8167,1.0000,0,train
8061,430,308,0.1675,0.2700,0.6533,0.8100,0,train
8062,426,308,0.2625,0.3975,0.6200,0.8167,0,train
8063,426,308,0.2475,0.3925,0.8200,1.0000,0,train
8064,426,308,0.3950,0.5300,0.8200,1.0000,0,train
8065,426,308,0.5275,0.6525,0.8167,1.0000,0,train
8067,1104,308,0.7725,0.8900,0.8167,1.0000,0,train
8069,426,310,0.6067,0.7967,0.4775,0.6200,0,train
8070,426,310,0.6167,0.8000,0.3300,0.4775,0,train
8071,426,310,0.7933,0.9867,0.4800,0.6275,0,train
8072,1029,310,0.0933,0.2933,0.7175,0.9950,0,train
8073,1029,310,0.3300,0.5100,0.7200,0.9925,1,train
8074,1029,310,0.6000,0.7433,0.6975,0.8925,0,train
8076,428,310,0.9167,1.0000,0.7000,0.9050,1,train
8078,1105,311,0.0667,0.2067,0.3725,0.4850,0,train
8079,1105,311,0.1967,0.3700,0.4775,0.6150,0,train
8080,1105,311,0.2267,0.3700,0.3800,0.4775,0,train
8081,1105,311,0.3633,0.4933,0.4850,0.6125,0,train
8082,1029,311,0.5567,0.7400,0.7150,0.9825,0,train
8083,1029,311,0.7633,0.9533,0.7175,0.9775,0,train
8085,1105,312,0.5800,0.7567,0.5075,0.6525,0,train
8086,1105,312,0.3800,0.5200,0.4000,0.5150,0,train
8087,1105,312,0.5400,0.6833,0.4100,0.5175,0,train
8088,1105,312,0.7400,0.8533,0.5200,0.6550,1,train
8089,430,312,0.8800,1.0000,0.5125,0.6600,0,train
8090,430,312,0.8667,1.0000,0.3725,0.5150,0,train
8092,1105,313,0.5400,0.7100,0.1800,0.3150,0,train
8093,430,313,0.8267,1.0000,0.1800,0.3125,0,train
8094,430,313,0.8167,1.0000,0.0350,0.1900,0,train
8097,1029,313,0.8733,1.0000,0.4375,0.6625,1,train
8098,1029,314,0.4867,0.6533,0.4300,0.6550,0,train
8099,1029,314,0.6800,0.8500,0.4325,0.6550,0,train
8100,1029,314,0.8467,0.9700,0.4425,0.6100,0,train
8101,424,315,0.0125,0.1125,0.0200,0.1700,1,train
8102,1028,315,0.1275,0.2225,0.0433,0.1667,1,train
8103,1028,315,0.2400,0.3500,0.0033,0.1667,1,train
8104,1028,315,0.3425,0.4525,0.0000,0.1667,1,train
8106,1105,315,0.8175,0.9450,0.0000,0.1567,0,train
8108,424,317,0.0000,0.0833,0.1625,0.3275,1,train
8109,424,317,0.1133,0.2633,0.1800,0.3375,0,train
8110,424,317,0.2633,0.4067,0.1875,0.3350,0,train
8111,1028,317,0.4167,0.5467,0.2150,0.3375,1,train
8112,1028,317,0.6767,0.8400,0.1550,0.3400,0,train
8113,1028,317,0.8500,1.0000,0.1450,0.3400,0,train
8115,1030,320,0.1400,0.2333,0.4075,0.6100,0,train
8116,1030,320,0.4633,0.5767,0.3925,0.6025,0,train
8118,1030,320,0.9367,1.0000,0.3700,0.5925,1,train
8119,1030,320,0.7867,0.9433,0.3450,0.6075,0,train
8120,1030,320,0.6100,0.7867,0.3875,0.6025,1,train
